Name   	 long 	 lat 	 X0 	 Y0 	 a 	 b 	 tita 	 V0 	 dV 	 D 	 MassMiss  	 MassShell 
NaN   	 251-02+111   	        250.7 	         -1.8 	        251.3 	         -2.1 	          1.5 	          0.9 	         -1.2 	     111300.0 	      22700.0 	         13.5 	          NaN 
NaN   	 250-14+055*   	        249.4 	        -16.1 	        250.5 	        -14.0 	          4.3 	          2.9 	        123.7 	      54600.0 	      13400.0 	          5.5 	          NaN 
NaN   	 247-13+045*   	        246.3 	        -14.2 	        246.7 	        -13.4 	          3.3 	          2.7 	         66.1 	      45400.0 	      16500.0 	          4.3 	          NaN 
NaN   	 246-01+109   	        246.4 	         -0.7 	        246.2 	         -1.3 	          1.7 	          1.1 	         27.3 	     109200.0 	       9300.0 	         13.2 	          NaN 
NaN   	 246-06+055   	        245.7 	         -5.5 	        246.1 	         -5.5 	          2.0 	          1.6 	        -12.6 	      54600.0 	      11300.0 	          5.1 	          NaN 
NaN   	 246+00+100   	        245.8 	          0.8 	        246.1 	         -0.2 	          2.8 	          2.3 	        -34.9 	     100000.0 	       8300.0 	         11.4 	          NaN 
NaN   	 243-15+047*   	        241.7 	        -15.7 	        243.5 	        -15.0 	          5.6 	          4.9 	          1.0 	      47400.0 	      12400.0 	          4.4 	          NaN 
NaN   	 243-10+053   	        243.4 	         -9.5 	        243.4 	         -9.9 	          1.6 	          1.5 	        130.1 	      52600.0 	      27800.0 	          4.9 	          NaN 
NaN   	 243+06+047*   	        242.8 	          6.4 	        243.2 	          5.7 	          2.2 	          1.4 	         17.5 	      47400.0 	       7200.0 	          4.3 	          NaN 
NaN   	 241-19+035*   	        241.7 	        -20.1 	        240.9 	        -19.4 	          3.1 	          1.9 	         44.0 	      35000.0 	      10300.0 	          3.2 	          NaN 
NaN   	 241+08+066   	        240.8 	          8.4 	        240.9 	          8.3 	          1.5 	          1.4 	         23.3 	      66000.0 	      17500.0 	          6.4 	          NaN 
NaN   	 240-08+051   	        239.6 	         -7.7 	        240.4 	         -7.8 	          2.3 	          1.9 	         85.9 	      50500.0 	       5200.0 	          4.6 	          NaN 
NaN   	 238+02+068*   	        237.5 	          2.4 	        238.0 	          1.7 	          2.7 	          1.7 	        -20.9 	      68000.0 	      15500.0 	          6.6 	          NaN 
NaN   	 238-07+057   	        238.2 	         -7.7 	        237.6 	         -7.2 	          2.4 	          1.7 	        -13.4 	      56700.0 	       6200.0 	          5.3 	          NaN 
NaN   	 237+11+032*   	        236.5 	         13.3 	        237.0 	         11.2 	          4.7 	          3.9 	         62.7 	      32000.0 	       7200.0 	          2.7 	          NaN 
NaN   	 235-03+083   	        234.7 	         -2.7 	        235.1 	         -2.5 	          1.2 	          0.8 	         48.0 	      83500.0 	       9300.0 	          9.2 	          NaN 
NaN   	 231+01+087   	        231.7 	          2.8 	        231.4 	          1.4 	          3.3 	          2.4 	        102.1 	      86600.0 	      14400.0 	         10.2 	          NaN 
NaN   	 229-02+094   	        227.9 	         -1.3 	        228.8 	         -2.0 	          2.2 	          1.5 	          1.9 	      93800.0 	       8200.0 	         13.0 	          NaN 
NaN   	 226-07+039   	        226.7 	         -7.7 	        226.3 	         -7.4 	          2.9 	          2.0 	        -41.2 	      39200.0 	      15500.0 	          3.5 	          NaN 
NaN   	 224+07+038   	        225.1 	          9.3 	        224.4 	          6.8 	          4.6 	          3.9 	         22.8 	      38100.0 	      15500.0 	          3.4 	          NaN 
NaN   	 220+00+048   	        220.6 	         -0.1 	        219.6 	         -0.2 	          2.0 	          1.0 	          8.7 	      48400.0 	       6200.0 	          5.0 	          NaN 
NaN   	 219-27+023*   	        219.7 	        -27.2 	        218.6 	        -27.4 	         11.1 	          6.5 	        -28.5 	      22700.0 	       9600.0 	          2.2 	          NaN 
NaN   	 218+03+055   	        217.3 	          4.1 	        217.6 	          3.4 	          2.1 	          1.3 	          9.5 	      54600.0 	       7200.0 	          6.5 	          NaN 
NaN   	 217-03+065   	        217.1 	         -3.5 	        217.4 	         -2.9 	          1.5 	          1.3 	        -15.7 	      64900.0 	       6200.0 	          8.9 	          NaN 
NaN   	 216-21+035*   	        216.1 	        -20.5 	        216.2 	        -21.2 	          2.5 	          2.0 	         77.1 	      35000.0 	      19600.0 	          3.8 	          NaN 
NaN   	 215-11+033   	        215.8 	        -11.3 	        215.2 	        -10.6 	          3.0 	          2.2 	         22.5 	      33000.0 	       6200.0 	          3.3 	          NaN 
NaN   	 208-36+016*   	        208.2 	        -36.7 	        207.6 	        -35.7 	          4.1 	          2.0 	        -11.0 	      16500.0 	      10300.0 	          2.2 	          NaN 
NaN   	 206+07+051   	        206.4 	          7.8 	        206.5 	          7.3 	          2.3 	          1.5 	        121.4 	      50500.0 	      15500.0 	          9.4 	          NaN 
NaN   	 203+09+025*   	        204.2 	         10.0 	        203.2 	          9.2 	          2.5 	          2.0 	         59.6 	      24700.0 	      12400.0 	          3.3 	          NaN 
NaN   	 202+05+031   	        201.4 	          5.7 	        201.6 	          5.3 	          2.1 	          1.7 	         19.8 	      30900.0 	      20600.0 	          5.4 	          NaN 
NaN   	 199-39+022   	        198.7 	        -39.1 	        199.4 	        -38.8 	          3.9 	          2.6 	        -15.6 	      21600.0 	       6200.0 	          5.4 	          NaN 
NaN   	 199+02+033   	        199.2 	          2.8 	        199.0 	          2.3 	          1.4 	          1.4 	        118.7 	      33000.0 	       9300.0 	          7.1 	          NaN 
NaN   	 163+09-048   	        164.1 	          9.2 	        162.9 	          8.8 	          2.9 	          2.5 	        -38.4 	     -48400.0 	      16500.0 	         35.3 	          NaN 
NaN   	 158-27-039   	        158.2 	        -27.7 	        158.1 	        -26.7 	          1.9 	          1.7 	        127.7 	     -39200.0 	      14400.0 	         10.0 	          NaN 
NaN   	 157-02-049   	        156.7 	         -2.2 	        156.7 	         -2.0 	          1.3 	          0.9 	         -0.3 	     -49500.0 	       8300.0 	         11.2 	          NaN 
NaN   	 157+03-044   	        156.8 	          3.4 	        156.6 	          3.2 	          1.4 	          1.2 	         90.6 	     -44300.0 	       9300.0 	          9.0 	          NaN 
NaN   	 156+32-053   	        155.8 	         31.8 	        155.9 	         31.8 	          1.7 	          0.7 	          9.1 	     -52600.0 	       9300.0 	         18.4 	          NaN 
NaN   	 154+35-057   	        155.2 	         35.7 	        154.5 	         35.4 	          4.4 	          3.1 	        -12.3 	     -56700.0 	      14400.0 	         25.9 	          NaN 
NaN   	 154+00-071   	        153.7 	          0.2 	        153.9 	          0.0 	          1.6 	          1.1 	         23.3 	     -71100.0 	       9300.0 	         22.9 	          NaN 
NaN   	 153+34-052   	        153.0 	         34.6 	        153.1 	         34.5 	          2.4 	          1.9 	         15.5 	     -51500.0 	      11300.0 	         14.4 	          NaN 
NaN   	 153-05-029*   	        152.8 	         -4.8 	        152.5 	         -4.5 	          3.2 	          2.5 	         77.6 	     -28900.0 	       6200.0 	          3.6 	          NaN 
NaN   	 152-03-078   	        152.2 	         -2.8 	        151.9 	         -2.7 	          2.1 	          1.1 	        -11.8 	     -78300.0 	       9300.0 	         27.4 	          NaN 
NaN   	 150+05-058   	        150.2 	          6.3 	        149.6 	          4.7 	          3.6 	          2.4 	        122.5 	     -57700.0 	      17500.0 	         10.0 	          NaN 
NaN   	 147+41-056   	        147.3 	         41.2 	        147.5 	         40.7 	          2.8 	          2.0 	          9.0 	     -55700.0 	      12400.0 	         14.4 	          NaN 
NaN   	 147-09-056   	        146.7 	        -10.4 	        146.7 	         -9.4 	          2.5 	          1.9 	         68.1 	     -55700.0 	       9300.0 	          8.0 	          NaN 
NaN   	 146+06-045*   	        146.6 	          7.7 	        146.5 	          6.2 	          2.6 	          1.5 	        -32.3 	     -45400.0 	      11300.0 	          5.6 	          NaN 
NaN   	 146-05-078   	        146.4 	         -5.4 	        145.8 	         -5.1 	          2.8 	          1.7 	         19.0 	     -78300.0 	      12400.0 	         16.1 	          NaN 
NaN   	 146-48-016   	        143.7 	        -46.9 	        145.8 	        -48.0 	          7.6 	          4.9 	          2.3 	     -16500.0 	       8200.0 	          2.1 	          NaN 
NaN   	 145+38-058   	        145.2 	         37.1 	        145.0 	         37.7 	          2.8 	          1.8 	         -4.1 	     -57700.0 	      12400.0 	         12.1 	          NaN 
NaN   	 145-09-066   	        144.4 	        -10.2 	        144.8 	         -9.2 	          3.3 	          2.0 	        121.3 	     -66000.0 	      12400.0 	         10.0 	          NaN 
NaN   	 142-15-030*   	        141.9 	        -16.2 	        142.1 	        -15.2 	          4.7 	          2.5 	         20.4 	     -29900.0 	      13400.0 	          2.9 	          NaN 
NaN   	 141-05-041*   	        141.2 	         -6.1 	        141.4 	         -5.3 	          3.9 	          2.4 	         34.5 	     -41200.0 	      20600.0 	          4.2 	          NaN 
NaN   	 141+18-057   	        144.6 	         23.5 	        141.2 	         17.8 	         10.2 	          7.9 	         -9.6 	     -56700.0 	      16500.0 	          8.6 	          NaN 
NaN   	 139+09-067   	        139.5 	         11.1 	        138.9 	          9.1 	          3.9 	          2.4 	        -14.3 	     -67000.0 	      13400.0 	          8.6 	          NaN 
NaN   	 138+08-077   	        137.7 	          8.6 	        137.8 	          7.8 	          5.0 	          3.0 	         32.0 	     -77300.0 	       9300.0 	         10.5 	          NaN 
NaN   	 137+06-029*   	        137.6 	          6.4 	        136.7 	          6.3 	          3.5 	          2.7 	         -5.8 	     -28900.0 	      15500.0 	          2.5 	          NaN 
NaN   	 136+05-102   	        137.2 	          4.4 	        136.4 	          4.6 	          2.3 	          1.7 	         14.0 	    -102000.0 	      14400.0 	         19.7 	          NaN 
NaN   	 136-04-077   	        136.2 	         -3.7 	        136.3 	         -3.7 	          2.5 	          2.2 	        125.1 	     -77300.0 	      10300.0 	          9.9 	          NaN 
NaN   	 135+08-057   	        135.2 	          9.0 	        135.4 	          8.5 	          2.2 	          1.7 	        -10.2 	     -56700.0 	      11300.0 	          5.9 	          NaN 
NaN   	 135+05-081   	        135.2 	          5.5 	        134.6 	          4.7 	          2.6 	          2.1 	         -8.0 	     -81400.0 	      12400.0 	         10.7 	          NaN 
NaN   	 135+02-090   	        135.2 	          2.6 	        134.5 	          2.2 	          2.4 	          1.6 	         -6.3 	     -89700.0 	      11300.0 	         13.0 	          NaN 
NaN   	 134+11-044*   	        132.7 	         12.0 	        134.0 	         10.9 	          4.0 	          2.1 	          4.2 	     -44300.0 	       9300.0 	          4.1 	          NaN 
NaN   	 133-03-063   	        132.9 	         -3.3 	        133.0 	         -3.1 	          2.0 	          1.3 	         26.7 	     -62900.0 	       7200.0 	          6.5 	          NaN 
NaN   	 132+04-106   	        133.0 	          3.4 	        132.1 	          3.6 	          2.7 	          1.4 	        -16.2 	    -106200.0 	       7200.0 	         18.1 	          NaN 
NaN   	 132-01-078   	        132.2 	         -0.9 	        131.9 	         -0.5 	          1.3 	          1.2 	         27.1 	     -78300.0 	      10300.0 	          9.2 	          NaN 
NaN   	 132+01-109   	        132.3 	          1.1 	        131.8 	          1.3 	          2.3 	          1.3 	         19.2 	    -109200.0 	       9300.0 	         19.0 	          NaN 
NaN   	 131-05-067*   	        131.0 	         -5.6 	        131.2 	         -5.4 	          1.5 	          1.0 	         11.7 	     -67000.0 	      24700.0 	          7.0 	          NaN 
NaN   	 130-04-096   	        130.7 	         -4.6 	        130.5 	         -4.1 	          2.0 	          1.0 	         25.1 	     -95800.0 	      17500.0 	         13.2 	          NaN 
NaN   	 130+00-101   	        130.2 	          0.3 	        129.6 	          0.3 	          2.9 	          2.0 	         27.6 	    -101000.0 	       7200.0 	         14.5 	          NaN 
NaN   	 128-07-066*   	        128.7 	         -6.8 	        128.4 	         -6.5 	          1.7 	          1.0 	         47.8 	     -66000.0 	      15500.0 	          6.7 	          NaN 
NaN   	 128+01-103   	        128.1 	          0.9 	        128.4 	          0.6 	          3.2 	          2.0 	         10.4 	    -103100.0 	       9300.0 	         14.4 	          NaN 
NaN   	 127-01-082   	        127.9 	         -1.7 	        127.5 	         -1.0 	          3.5 	          2.7 	         -5.6 	     -82500.0 	      18600.0 	          9.3 	          NaN 
NaN   	 127-02-069   	        127.7 	         -2.4 	        127.4 	         -1.6 	          2.5 	          1.9 	         27.0 	     -69100.0 	      13400.0 	          7.0 	          NaN 
NaN   	 127-05-066*   	        127.2 	         -5.1 	        126.9 	         -4.7 	          1.8 	          1.5 	         -1.8 	     -66000.0 	      11300.0 	          6.6 	          NaN 
NaN   	 126+00-112   	        126.7 	         -0.2 	        126.3 	         -0.3 	          2.0 	          1.9 	          6.4 	    -112300.0 	       9300.0 	         17.0 	          NaN 
NaN   	 126+05-123   	        126.5 	          4.7 	        126.3 	          4.9 	          2.4 	          1.9 	         58.5 	    -122600.0 	      15500.0 	         21.6 	          NaN 
NaN   	 126+01-061   	        126.5 	          1.3 	        126.0 	          1.4 	          1.6 	          1.2 	         26.6 	     -60800.0 	       7200.0 	          5.8 	          NaN 
NaN   	 125-04-072   	        124.8 	         -4.4 	        125.2 	         -4.2 	          1.7 	          1.4 	        118.7 	     -72100.0 	      26800.0 	          7.3 	          NaN 
NaN   	 123+01-060*   	        122.9 	         -0.2 	        123.0 	          0.8 	          1.6 	          1.5 	        -40.6 	     -59800.0 	      12400.0 	          5.6 	          NaN 
NaN   	 121+24-023*   	        120.8 	         23.5 	        121.2 	         23.7 	          5.4 	          3.9 	        111.2 	     -22700.0 	      20600.0 	          2.0 	          NaN 
NaN   	 120+02-059*   	        120.2 	          2.4 	        120.5 	          2.4 	          1.5 	          1.1 	         12.8 	     -58700.0 	      10300.0 	          5.4 	          NaN 
NaN   	 120+03-095   	        120.7 	          3.3 	        120.4 	          2.7 	          3.2 	          2.3 	          5.1 	     -94800.0 	      16500.0 	         10.9 	          NaN 
NaN   	 120-17-043*   	        118.7 	        -17.1 	        119.8 	        -16.7 	          6.0 	          4.3 	         77.2 	     -43300.0 	      29900.0 	          4.0 	          NaN 
NaN   	 116+02-061*   	        116.7 	          1.2 	        116.5 	          1.5 	          1.5 	          1.1 	         18.2 	     -60800.0 	       9300.0 	          5.7 	          NaN 
NaN   	 116+06-059*   	        116.6 	          6.7 	        116.4 	          5.5 	          2.4 	          1.9 	        126.9 	     -58700.0 	      13400.0 	          5.5 	          NaN 
NaN   	 116+04-089   	        116.2 	          3.8 	        116.0 	          3.6 	          1.6 	          1.0 	         21.8 	     -88600.0 	       8200.0 	          9.5 	          NaN 
NaN   	 116-09-062*   	        115.9 	        -10.2 	        115.9 	         -9.4 	          2.1 	          1.6 	        -19.8 	     -61800.0 	      24700.0 	          6.0 	          NaN 
NaN   	 115-01-059   	        114.7 	         -1.3 	        114.9 	         -0.7 	          1.5 	          1.2 	         49.9 	     -58700.0 	      15500.0 	          5.5 	          NaN 
NaN   	 115+04-048*   	        114.4 	          5.7 	        114.7 	          4.0 	          3.0 	          2.6 	         25.5 	     -48400.0 	      12400.0 	          4.5 	          NaN 
NaN   	 114+02-112   	        114.7 	          2.4 	        114.3 	          1.8 	          1.9 	          1.5 	        128.1 	    -112300.0 	       9300.0 	         14.0 	          NaN 
NaN   	 114-01-099   	        114.1 	         -2.8 	        114.0 	         -0.9 	          2.7 	          2.1 	         73.8 	     -98900.0 	      13400.0 	         11.2 	          NaN 
NaN   	 114+00-044*   	        113.6 	          0.5 	        113.8 	          0.3 	          2.2 	          1.6 	        -26.0 	     -44300.0 	      12400.0 	          4.1 	          NaN 
NaN   	 113+18-023   	        113.8 	         18.3 	        113.4 	         18.3 	          4.2 	          3.6 	         66.1 	     -22700.0 	      18600.0 	          2.1 	          NaN 
NaN   	 113-02-107   	        113.8 	         -2.2 	        113.2 	         -2.2 	          2.7 	          2.0 	         77.4 	    -107200.0 	      17500.0 	         12.8 	          NaN 
NaN   	 113+01-086*   	        113.4 	          0.3 	        113.0 	          0.9 	          1.9 	          1.5 	         -1.8 	     -85500.0 	      12400.0 	          9.0 	          NaN 
NaN   	 113+09-077*   	        113.2 	          9.0 	        112.7 	          8.8 	          2.2 	          1.4 	          8.8 	     -77300.0 	      34000.0 	          7.9 	          NaN 
NaN   	 113+05-063   	        112.7 	          5.9 	        112.5 	          5.2 	          2.0 	          1.6 	        130.0 	     -62900.0 	      18600.0 	          6.1 	          NaN 
NaN   	 112+08-130   	        112.9 	          9.0 	        112.3 	          8.4 	          2.2 	          1.3 	        -29.7 	    -129900.0 	      12400.0 	         19.3 	          NaN 
NaN   	 112+20-035*   	        115.2 	         21.2 	        111.8 	         20.3 	          7.8 	          6.2 	        135.0 	     -35000.0 	      15500.0 	          3.4 	          NaN 
NaN   	 111+04-109   	        110.9 	          3.7 	        111.0 	          3.8 	          1.4 	          1.1 	         -0.9 	    -109200.0 	       9300.0 	         13.1 	          NaN 
NaN   	 111+08-075*   	        111.2 	          8.8 	        111.0 	          7.6 	          2.0 	          1.8 	         91.7 	     -75200.0 	      11300.0 	          7.7 	          NaN 
NaN   	 111+33-081   	        110.9 	         32.9 	        110.7 	         33.2 	          1.9 	          0.8 	         -6.1 	     -81400.0 	      19600.0 	         10.8 	          NaN 
NaN   	 111+03-080   	        110.8 	          3.3 	        110.5 	          3.3 	          1.1 	          0.5 	        -11.3 	     -80400.0 	       9300.0 	          8.3 	          NaN 
NaN   	 110+02-117   	        110.0 	          0.8 	        110.3 	          2.2 	          4.5 	          2.7 	         19.6 	    -117500.0 	      20600.0 	         14.9 	          NaN 
NaN   	 110+05-114   	        110.1 	          5.7 	        110.0 	          5.4 	          1.7 	          1.1 	          0.1 	    -114400.0 	      14400.0 	         14.3 	          NaN 
NaN   	 108+24-029   	        108.7 	         23.3 	        107.7 	         23.5 	          2.7 	          2.2 	         18.8 	     -28900.0 	      16500.0 	          3.1 	          NaN 
NaN   	 107+04-052*   	        106.7 	          5.3 	        107.4 	          4.0 	          2.5 	          2.1 	         53.1 	     -51500.0 	      11300.0 	          5.2 	          NaN 
NaN   	 107+07-107   	        107.1 	          6.7 	        107.2 	          6.6 	          1.6 	          0.9 	        -11.4 	    -107200.0 	      12400.0 	         12.8 	          NaN 
NaN   	 107+09-128   	        106.8 	         10.3 	        106.8 	          8.9 	          2.7 	          2.1 	         -4.2 	    -127800.0 	       9300.0 	         17.9 	          NaN 
